"state","county","deaths","pop"
"MISSISSIPPI","ITAWAMBA",3,46348
"MISSISSIPPI","JACKSON",11,241094
"MISSISSIPPI","JASPER",1,21745
"MISSISSIPPI","JEFFERSON",0,3927
"MISSISSIPPI","JEFFERSON.DAVI",3,15739
"MISSISSIPPI","JONES",9,117367
"MISSISSIPPI","KEMPER",2,11047
"MISSISSIPPI","LAFAYETTE",2,57320
"MISSISSIPPI","LAMAR",0,56611
"MISSISSIPPI","LAUDERDALE",9,126382
"MISSISSIPPI","LAWRENCE",2,21269
"MISSISSIPPI","LEAKE",0,27469
"MISSISSIPPI","LEE",7,111036
"MISSISSIPPI","LEFLORE",1,39835
"MISSISSIPPI","LINCOLN",3,52305
"MISSISSIPPI","LOWNDES",4,92137
"MISSISSIPPI","MADISON",1,49217
"MISSISSIPPI","MARION",5,45237
"MISSISSIPPI","MARSHALL",1,34943
"MISSISSIPPI","MONROE",2,62038
"MISSISSIPPI","MONTGOMERY",0,18294
"MISSISSIPPI","NESHOBA",1,41053
"MISSISSIPPI","NEWTON",2,33778
"MISSISSIPPI","NOXUBEE",0,11009
"MISSISSIPPI","OKTIBBEHA",2,62381
"MISSISSIPPI","PANOLA",3,34915
"MISSISSIPPI","PEARL.RIVER",2,74263
"MISSISSIPPI","PERRY",0,19561
"MISSISSIPPI","PIKE",3,48871
"MISSISSIPPI","PONTOTOC",1,43188
"MISSISSIPPI","PRENTISS",2,51424
"MISSISSIPPI","QUITMAN",1,12630
"MISSISSIPPI","RANKIN",5,145568
"MISSISSIPPI","SCOTT",3,38480
"MISSISSIPPI","SHARKEY",0,6603
"MISSISSIPPI","SIMPSON",0,39796
"MISSISSIPPI","SMITH",0,28434
"MISSISSIPPI","STONE",1,19291
"MISSISSIPPI","SUNFLOWER",0,32832
"MISSISSIPPI","TALLAHATCHIE",1,16502
"MISSISSIPPI","TATE",0,31031
"MISSISSIPPI","TIPPAH",2,37476
"MISSISSIPPI","TISHOMINGO",0,43237
"MISSISSIPPI","TUNICA",0,5776
"MISSISSIPPI","UNION",3,44899
"MISSISSIPPI","WALTHALL",1,19629
"MISSISSIPPI","WARREN",3,77660
"MISSISSIPPI","WASHINGTON",1,76217
"MISSISSIPPI","WAYNE",2,31422
"MISSISSIPPI","WEBSTER",1,19945
"MISSISSIPPI","WILKINSON",0,8081
"MISSISSIPPI","WINSTON",1,27363
"MISSISSIPPI","YALOBUSHA",2,18894
"MISSISSIPPI","YAZOO",0,32297
"MISSOURI","ADAIR",2,57830
"MISSOURI","ANDREW",3,34881
"MISSOURI","ATCHISON",2,20778
"MISSOURI","AUDRAIN",7,59083
"MISSOURI","BARRY",5,59669
"MISSOURI","BARTON",2,27039
"MISSOURI","BATES",9,37094
"MISSOURI","BENTON",2,29686
"MISSOURI","BOLLINGER",1,25524
"MISSOURI","BOONE",7,229492
"MISSOURI","BUCHANAN",10,196773
"MISSOURI","BUTLER",8,84889
"MISSOURI","CALDWELL",1,20415
"MISSOURI","CALLAWAY",5,74365
"MISSOURI","CAMDEN",2,52154
"MISSOURI","CAPE.GIRARDEAU",6,135390
"MISSOURI","CARROLL",3,27503
"MISSOURI","CARTER",1,13758
"MISSOURI","CASS",2,127579
"MISSOURI","CEDAR",1,28359
"MISSOURI","CHARITON",2,24033
"MISSOURI","CHRISTIAN",3,56187
"MISSOURI","CLARK",3,20487
"MISSOURI","CLAY",16,325869
"MISSOURI","CLINTON",2,37736
"MISSOURI","COLE",5,133505
"MISSOURI","COOPER",2,33420
"MISSOURI","CRAWFORD",3,44783
"MISSOURI","DADE",1,17711
"MISSOURI","DALLAS",1,29258
"MISSOURI","DAVIESS",0,20916
"MISSOURI","DE.KALB",0,20608
"MISSOURI","DENT",3,34731
"MISSOURI","DOUGLAS",1,28709
"MISSOURI","DUNKLIN",7,78502
"MISSOURI","FRANKLIN",8,175064
"MISSOURI","GASCONADE",6,32412
"MISSOURI","GENTRY",2,18693
"MISSOURI","GREENE",23,436175
"MISSOURI","GRUNDY",2,27406
"MISSOURI","HARRISON",0,23624
"MISSOURI","HENRY",2,46167
"MISSOURI","HICKORY",2,15876
"MISSOURI","HOLT",1,16198
"MISSOURI","HOWARD",3,22179
"MISSOURI","HOWELL",7,69663
"MISSOURI","IRON",2,26287
"MISSOURI","JACKSON",78,1177669
"MISSOURI","JASPER",11,202374
"MISSOURI","JEFFERSON",16,367671
"MISSOURI","JOHNSON",5,91785
"MISSOURI","KNOX",2,12921
"MISSOURI","LACLEDE",1,59245
"MISSOURI","LAFAYETTE",3,70920
"MISSOURI","LAWRENCE",1,69201
"MISSOURI","LEWIS",1,25909
"MISSOURI","LINCOLN",2,54893
"MISSOURI","LINN",5,35835
"MISSOURI","LIVINGSTON",0,35702
"MISSOURI","MAC.DONALD",2,37021
"MISSOURI","MACON",2,38499
"MISSOURI","MADISON",1,25701
"MISSOURI","MARIES",4,19261
"MISSOURI","MARION",5,65289
"MISSOURI","MERCER",0,11392
"MISSOURI","MILLER",2,46574
"MISSOURI","MISSISSIPPI",1,30323
"MISSOURI","MONITEAU",0,29478
"MISSOURI","MONROE",2,22560
"MISSOURI","MONTGOMERY",2,26777
"MISSOURI","MORGAN",5,34044
"MISSOURI","NEW.MADRID",1,45673
"MISSOURI","NEWTON",7,98342
"MISSOURI","NODAWAY",3,54455
"MISSOURI","OREGON",0,23923
"MISSOURI","OSAGE",3,30645
"MISSOURI","OZARK",1,20050
"MISSOURI","PEMISCOT",3,42672
"MISSOURI","PERRY",0,41036
"MISSOURI","PETTIS",3,82221
"MISSOURI","PHELPS",5,87453
"MISSOURI","PIKE",1,38914
"MISSOURI","PLATTE",3,115634
"MISSOURI","POLK",1,46618
"MISSOURI","PULASKI",1,104874
"MISSOURI","PUTNAM",0,14303
"MISSOURI","RALLS",3,21537
"MISSOURI","RANDOLPH",4,57890
"MISSOURI","RAY",1,51437
"MISSOURI","REYNOLDS",2,17822
"MISSOURI","RIPLEY",1,29729
"MISSOURI","SAINT.CHARLES",9,371107
"MISSOURI","SAINT.CLAIR",0,20611
"MISSOURI","SAINT.FRANCOIS",7,101896
"MISSOURI","SAINT.LOUIS",117,2045302
"MISSOURI","SAINT.LOUIS.CITY",43,530715
"MISSOURI","STE.GENEVIEVE",5,37378
"MISSOURI","SALINE",6,56445
"MISSOURI","SCHUYLER",1,11633
"MISSOURI","SCOTLAND",0,12867
"MISSOURI","SCOTT",4,86426
"MISSOURI","SHANNON",2,19576
"MISSOURI","SHELBY",1,18180
"MISSOURI","STODDARD",8,66888
"MISSOURI","STONE",3,39357
"MISSOURI","SULLIVAN",0,17528
"MISSOURI","TANEY",7,51901
"MISSOURI","TEXAS",5,51269
"MISSOURI","VERNON",5,45727
"MISSOURI","WARREN",2,37468
"MISSOURI","WASHINGTON",3,44710
"MISSOURI","WAYNE",1,27673
"MISSOURI","WEBSTER",5,51613
"MISSOURI","WORTH",1,7016
"MISSOURI","WRIGHT",5,39537
"MONTANA","BEAVERHEAD",2,21335
"MONTANA","BIG.HORN",1,14182
"MONTANA","BLAINE",2,11686
"MONTANA","BROADWATER",0,8256
"MONTANA","CARBON",2,20511
"MONTANA","CARTER",0,4504
"MONTANA","CASCADE",12,189310
"MONTANA","CHOUTEAU",1,15213
"MONTANA","CUSTER",1,31515
"MONTANA","DANIELS",1,6864
"MONTANA","DAWSON",1,30161
"MONTANA","DEER.LODGE",3,28045
"MONTANA","FALLON",1,9436
"MONTANA","FERGUS",2,31649
"MONTANA","FLATHEAD",4,130510
"MONTANA","GALLATIN",3,114028
"MONTANA","GARFIELD",0,4269
"MONTANA","GLACIER",2,14163
"MONTANA","GOLDEN.VALLEY",0,2636
"MONTANA","GRANITE",0,6891
"MONTANA","HILL",0,39394
"MONTANA","JEFFERSON",0,18213
"MONTANA","JUDITH.BASIN",0,6819
"MONTANA","LAKE",7,39750
"MONTANA","LEWIS.AND.CLAR",8,106998
"MONTANA","LIBERTY",1,6020
"MONTANA","LINCOLN",5,44906
"MONTANA","MAC.CONE",1,7136
"MONTANA","MADISON",0,14534
"MONTANA","MEAGHER",1,5626
"MONTANA","MINERAL",1,8991
"MONTANA","MISSOULA",8,182922
"MONTANA","MUSSELSHELL",1,11649
"MONTANA","PARK",3,33122
"MONTANA","PETROLEUM",0,1687
"MONTANA","PHILLIPS",1,12882
"MONTANA","PONDERA",0,15231
"MONTANA","POWDER.RIVER",0,6228
"MONTANA","POWELL",0,17988
"MONTANA","PRAIRIE",0,4435
"MONTANA","RAVALLI",1,57316
"MONTANA","RICHLAND",1,33986
"MONTANA","ROOSEVELT",2,16259
"MONTANA","ROSEBUD",1,22990
"MONTANA","SANDERS",0,21624
"MONTANA","SHERIDAN",0,14119
"MONTANA","SILVER.BOW",3,88884
"MONTANA","STILLWATER",0,14341
"MONTANA","SWEET.GRASS",0,8238
"MONTANA","TETON",0,16331
"MONTANA","TOOLE",0,13617
"MONTANA","TREASURE",0,2557
"MONTANA","VALLEY",0,22182
"MONTANA","WHEATLAND",0,5615
"MONTANA","WIBAUX",0,3897
"MONTANA","YELLOWSTONE",13,267694
"MONTANA","YELLOWSTONE.NA",0,270
"NEBRASKA","ADAMS",3,73353
"NEBRASKA","ANTELOPE",3,21036
"NEBRASKA","ARTHUR",0,1295
"NEBRASKA","BANNER",0,2327
"NEBRASKA","BLAINE",0,1989
"NEBRASKA","BOONE",1,18087
"NEBRASKA","BOX.BUTTE",1,33824
"NEBRASKA","BOYD",0,8272
"NEBRASKA","BROWN",1,10514
"NEBRASKA","BUFFALO",3,86400
"NEBRASKA","BURT",2,20855
"NEBRASKA","BUTLER",2,23002
"NEBRASKA","CASS",2,51100
"NEBRASKA","CEDAR",4,27890
"NEBRASKA","CHASE",0,11651
"NEBRASKA","CHERRY",0,16891
"NEBRASKA","CHEYENNE",2,24073
"NEBRASKA","CLAY",0,19447
"NEBRASKA","COLFAX",2,24104
"NEBRASKA","CUMING",2,28489
"NEBRASKA","CUSTER",3,33336
"NEBRASKA","DAKOTA",3,40544
"NEBRASKA","DAWES",2,22528
"NEBRASKA","DAWSON",3,54271
"NEBRASKA","DEUEL",0,5901
"NEBRASKA","DIXON",2,17467
"NEBRASKA","DODGE",3,84912
"NEBRASKA","DOUGLAS",46,852619
"NEBRASKA","DUNDY",1,7034
"NEBRASKA","FILLMORE",2,18928
"NEBRASKA","FRANKLIN",2,10530
"NEBRASKA","FRONTIER",0,8877
"NEBRASKA","FURNAS",2,15575
"NEBRASKA","GAGE",4,57906
"NEBRASKA","GARDEN",0,6640
"NEBRASKA","GARFIELD",0,5650
"NEBRASKA","GOSPER",0,5444
"NEBRASKA","GRANT",0,2177
"NEBRASKA","GREELEY",0,8259
"NEBRASKA","HALL",5,117125
"NEBRASKA","HAMILTON",0,22814
"NEBRASKA","HARLAN",0,10373
"NEBRASKA","HAYES",0,3404
"NEBRASKA","HITCHCOCK",0,10276
"NEBRASKA","HOLT",1,33955
"NEBRASKA","HOOKER",0,2308
"NEBRASKA","HOWARD",1,16409
"NEBRASKA","JEFFERSON",1,23381
"NEBRASKA","JOHNSON",2,12487
"NEBRASKA","KEARNEY",0,17059
"NEBRASKA","KEITH",2,22593
"NEBRASKA","KEYA.PAHA",0,3190
"NEBRASKA","KIMBALL",0,12321
"NEBRASKA","KNOX",1,26734
"NEBRASKA","LANCASTER",22,463176
"NEBRASKA","LINCOLN",3,85962
"NEBRASKA","LOGAN",0,2394
"NEBRASKA","LOUP",0,2062
"NEBRASKA","MAC.PHERSON",0,1504
"NEBRASKA","MADISON",4,75140
"NEBRASKA","MERRICK",0,21863
"NEBRASKA","MORRILL",0,14730
"NEBRASKA","NANCE",0,11563
"NEBRASKA","NEMAHA",2,20070
"NEBRASKA","NUCKOLLS",0,16202
"NEBRASKA","OTOE",2,36128
"NEBRASKA","PAWNEE",0,9135
"NEBRASKA","PERKINS",1,9222
"NEBRASKA","PHELPS",0,23736
"NEBRASKA","PIERCE",1,20602
"NEBRASKA","PLATTE",2,71132
"NEBRASKA","POLK",0,15114
"NEBRASKA","RED.WILLOW",0,30228
"NEBRASKA","RICHARDSON",2,26121
"NEBRASKA","ROCK",1,5918
"NEBRASKA","SALINE",1,31606
"NEBRASKA","SARPY",6,214074
"NEBRASKA","SAUNDERS",5,46336
"NEBRASKA","SCOTTS.BLUFF",2,90695
"NEBRASKA","SEWARD",3,38931
"NEBRASKA","SHERIDAN",1,17334
"NEBRASKA","SHERMAN",0,10235
"NEBRASKA","SIOUX",0,4587
"NEBRASKA","STANTON",0,16309
"NEBRASKA","THAYER",1,18242
"NEBRASKA","THOMAS",0,2399
"NEBRASKA","THURSTON",1,11420
"NEBRASKA","VALLEY",0,13905
"NEBRASKA","WASHINGTON",2,38770
"NEBRASKA","WAYNE",1,23661
"NEBRASKA","WEBSTER",0,11462
"NEBRASKA","WHEELER",0,2688
"NEBRASKA","YORK",1,35763
"NEVADA","CARSON.CITY",0,80184
"NEVADA","CHURCHILL",3,33002
"NEVADA","CLARK",36,1122896
"NEVADA","DOUGLAS",3,49816
"NEVADA","ELKO",1,46420
"NEVADA","ESMERALDA",0,3060
"NEVADA","EUREKA",1,3360
"NEVADA","HUMBOLDT",1,26722
"NEVADA","LANDER",1,11799
"NEVADA","LINCOLN",0,8952
"NEVADA","LYON",3,35670
"NEVADA","MINERAL",0,12847
"NEVADA","NYE",1,30986
"NEVADA","PERSHING",1,8905
"NEVADA","STOREY",0,4274
"NEVADA","WASHOE",22,488046
"NEVADA","WHITE.PINE",0,20907
"NEW.HAMPSHIRE","BELKNAP",7,105966
"NEW.HAMPSHIRE","CARROLL",3,69085
"NEW.HAMPSHIRE","CHESHIRE",7,150624
"NEW.HAMPSHIRE","COOS",1,82834
"NEW.HAMPSHIRE","GRAFTON",6,162890
"NEW.HAMPSHIRE","HILLSBOROUGH",31,687331
"NEW.HAMPSHIRE","MERRIMACK",18,240492
"NEW.HAMPSHIRE","ROCKINGHAM",17,484070
"NEW.HAMPSHIRE","STRAFFORD",11,213173
"NEW.HAMPSHIRE","SULLIVAN",4,88893
"NEW.JERSEY","ATLANTIC",24,382658
"NEW.JERSEY","BERGEN",114,1877174
"NEW.JERSEY","BURLINGTON",36,784393
"NEW.JERSEY","CAMDEN",55,959746
"NEW.JERSEY","CAPE.MAY",13,190513
"NEW.JERSEY","CUMBERLAND",12,263007
"NEW.JERSEY","ESSEX",74,1186092
"NEW.JERSEY","GLOUCESTER",23,450433
"NEW.JERSEY","HUDSON",53,1114575
"NEW.JERSEY","HUNTERDON",11,219108
"NEW.JERSEY","MERCER",27,592162
"NEW.JERSEY","MIDDLESEX",81,1344897
"NEW.JERSEY","MONMOUTH",66,1107457
"NEW.JERSEY","MORRIS",42,957695
"NEW.JERSEY","OCEAN",56,823481
"NEW.JERSEY","PASSAIC",56,914889
"NEW.JERSEY","SALEM",5,133206
"NEW.JERSEY","SOMERSET",23,470489
"NEW.JERSEY","SUSSEX",11,288815
"NEW.JERSEY","UNION",56,984929
"NEW.JERSEY","WARREN",12,201245
"NEW.MEXICO","BERNALILLO",41,992669
"NEW.MEXICO","CATRON",0,6906
"NEW.MEXICO","CHAVES",9,127168
"NEW.MEXICO","COLFAX",0,34820
"NEW.MEXICO","CURRY",5,96641
"NEW.MEXICO","DE.BACA",0,5846
"NEW.MEXICO","DONA.ANA",7,248688
"NEW.MEXICO","EDDY",5,121947
"NEW.MEXICO","GRANT",2,65635
"NEW.MEXICO","GUADALUPE",1,11019
"NEW.MEXICO","HARDING",0,2663
"NEW.MEXICO","HIDALGO",1,15284
"NEW.MEXICO","LEA",5,146796
"NEW.MEXICO","LINCOLN",2,29563
"NEW.MEXICO","LOS.ALAMOS",2,43892
"NEW.MEXICO","LUNA",2,38060
"NEW.MEXICO","MAC.KINLEY",0,44919
"NEW.MEXICO","MORA",1,11050
"NEW.MEXICO","OTERO",0,105782
"NEW.MEXICO","QUAY",0,25667
"NEW.MEXICO","RIO.ARRIBA",2,64974
"NEW.MEXICO","ROOSEVELT",2,37743
"NEW.MEXICO","SAN.JUAN",3,144767
"NEW.MEXICO","SAN.MIGUEL",4,57313
"NEW.MEXICO","SANDOVAL",2,68905
"NEW.MEXICO","SANTA.FE",4,187545
"NEW.MEXICO","SIERRA",1,21274
"NEW.MEXICO","SOCORRO",0,30403
"NEW.MEXICO","TAOS",1,47850
"NEW.MEXICO","TORRANCE",0,19227
"NEW.MEXICO","UNION",0,12190
"NEW.MEXICO","VALENCIA",4,128313
"NEW.YORK","ALBANY",25,624372
"NEW.YORK","ALLEGANY",2,125484
"NEW.YORK","BRONX",77,1664174
"NEW.YORK","BROOME",34,499053
"NEW.YORK","CATTARAUGUS",10,201328
"NEW.YORK","CAYUGA",10,187971
"NEW.YORK","CHAUTAUQUA",18,344471
"NEW.YORK","CHEMUNG",12,215685
"NEW.YORK","CHENANGO",7,119629
"NEW.YORK","CLINTON",8,193957
"NEW.YORK","COLUMBIA",10,141319
"NEW.YORK","CORTLAND",6,113368
"NEW.YORK","DELAWARE",7,112424
"NEW.YORK","DUTCHESS",36,554293
"NEW.YORK","ERIE",129,2106056
"NEW.YORK","ESSEX",12,88129
"NEW.YORK","FRANKLIN",7,102178
"NEW.YORK","FULTON",9,130189
"NEW.YORK","GENESEE",9,140877
"NEW.YORK","GREENE",7,95061
"NEW.YORK","HAMILTON",1,12321
"NEW.YORK","HERKIMER",6,159485
"NEW.YORK","JEFFERSON",11,207139
"NEW.YORK","KINGS",175,3290157
"NEW.YORK","LEWIS",2,61553
"NEW.YORK","LIVINGSTON",3,135711
"NEW.YORK","MADISON",6,158888
"NEW.YORK","MONROE",66,1501925
"NEW.YORK","MONTGOMERY",9,125157
"NEW.YORK","NASSAU",180,2901148
"NEW.YORK","NEW.YORK",111,2362771
"NEW.YORK","NIAGARA",20,502737
"NEW.YORK","ONEIDA",34,586838
"NEW.YORK","ONONDAGA",49,1016241
"NEW.YORK","ONTARIO",7,217303
"NEW.YORK","ORANGE",29,610363
"NEW.YORK","ORLEANS",5,88952
"NEW.YORK","OSWEGO",15,278288
"NEW.YORK","OTSEGO",5,138118
"NEW.YORK","PUTNAM",5,191647
"NEW.YORK","QUEENS",208,3279555
"NEW.YORK","RENSSELAER",18,356145
"NEW.YORK","RICHMOND",32,777923
"NEW.YORK","ROCKLAND",30,567599
"NEW.YORK","SAINT.LAWRENCE",11,276328
"NEW.YORK","SARATOGA",10,375908
"NEW.YORK","SCHENECTADY",11,339965
"NEW.YORK","SCHOHARIE",5,72154
"NEW.YORK","SCHUYLER",3,43284
"NEW.YORK","SENECA",2,80528
"NEW.YORK","STEUBEN",13,236494
"NEW.YORK","SUFFOLK",135,2927113
"NEW.YORK","SULLIVAN",9,148763
"NEW.YORK","TIOGA",4,121933
"NEW.YORK","TOMPKINS",7,205440
"NEW.YORK","ULSTER",28,365652
"NEW.YORK","WARREN",8,130005
"NEW.YORK","WASHINGTON",4,131362
"NEW.YORK","WAYNE",8,202608
"NEW.YORK","WESTCHESTER",100,1753548
"NEW.YORK","WYOMING",7,98043
"NEW.YORK","YATES",4,50544
"NORTH.CAROLINA","ALAMANCE",14,193368
"NORTH.CAROLINA","ALEXANDER",3,58991
"NORTH.CAROLINA","ALLEGHANY",1,22901
"NORTH.CAROLINA","ANSON",1,32017
"NORTH.CAROLINA","ASHE",2,54259
"NORTH.CAROLINA","AVERY",1,35916
"NORTH.CAROLINA","BEAUFORT",5,68042
"NORTH.CAROLINA","BERTIE",1,20262
"NORTH.CAROLINA","BLADEN",3,44117
"NORTH.CAROLINA","BRUNSWICK",5,75444
"NORTH.CAROLINA","BUNCOMBE",15,352496
"NORTH.CAROLINA","BURKE",6,164486
"NORTH.CAROLINA","CABARRUS",10,183864
"NORTH.CAROLINA","CALDWELL",8,156915
"NORTH.CAROLINA","CAMDEN",1,9781
"NORTH.CAROLINA","CARTERET",3,98905
"NORTH.CAROLINA","CASWELL",0,29941
"NORTH.CAROLINA","CATAWBA",8,235933
"NORTH.CAROLINA","CHATHAM",3,62385
"NORTH.CAROLINA","CHEROKEE",0,44691
"NORTH.CAROLINA","CHOWAN",2,17911
"NORTH.CAROLINA","CLAY",1,16669
"NORTH.CAROLINA","CLEVELAND",9,158538
"NORTH.CAROLINA","COLUMBUS",2,82603
"NORTH.CAROLINA","CRAVEN",5,138945
"NORTH.CAROLINA","CUMBERLAND",10,442160
"NORTH.CAROLINA","CURRITUCK",0,25238
"NORTH.CAROLINA","DARE",2,34461
"NORTH.CAROLINA","DAVIDSON",8,254374
"NORTH.CAROLINA","DAVIE",0,55660
"NORTH.CAROLINA","DUPLIN",2,65201
"NORTH.CAROLINA","DURHAM",9,233807
"NORTH.CAROLINA","EDGECOMBE",5,64722
"NORTH.CAROLINA","FORSYTH",17,445733
"NORTH.CAROLINA","FRANKLIN",2,45196
"NORTH.CAROLINA","GASTON",13,348908
"NORTH.CAROLINA","GATES",0,10873
"NORTH.CAROLINA","GRAHAM",0,16945
"NORTH.CAROLINA","GRANVILLE",5,49087
"NORTH.CAROLINA","GREENE",0,21897
"NORTH.CAROLINA","GUILFORD",36,564439
"NORTH.CAROLINA","HALIFAX",6,65684
"NORTH.CAROLINA","HARNETT",3,113436
"NORTH.CAROLINA","HAYWOOD",2,110563
"NORTH.CAROLINA","HENDERSON",11,140912
"NORTH.CAROLINA","HERTFORD",2,24548
"NORTH.CAROLINA","HOKE",0,22857
"NORTH.CAROLINA","HYDE",0,9484
"NORTH.CAROLINA","IREDELL",7,169066
"NORTH.CAROLINA","JACKSON",5,56917
"NORTH.CAROLINA","JOHNSTON",3,140877
"NORTH.CAROLINA","JONES",1,13327
"NORTH.CAROLINA","LEE",6,70067
"NORTH.CAROLINA","LENOIR",2,88116
"NORTH.CAROLINA","LINCOLN",4,96747
"NORTH.CAROLINA","MAC.DOWELL",4,82489
"NORTH.CAROLINA","MACON",1,50569
"NORTH.CAROLINA","MADISON",2,40930
"NORTH.CAROLINA","MARTIN",1,34369
"NORTH.CAROLINA","MECKLENBURG",25,738030
"NORTH.CAROLINA","MITCHELL",2,34625
"NORTH.CAROLINA","MONTGOMERY",3,42088
"NORTH.CAROLINA","MOORE",6,98402
"NORTH.CAROLINA","NASH",1,110665
"NORTH.CAROLINA","NEW.HANOVER",8,201751
"NORTH.CAROLINA","NORTHAMPTON",0,21415
"NORTH.CAROLINA","ONSLOW",5,278071
"NORTH.CAROLINA","ORANGE",3,154135
"NORTH.CAROLINA","PAMLICO",0,18024
"NORTH.CAROLINA","PASQUOTANK",2,43756
"NORTH.CAROLINA","PENDER",0,36039
"NORTH.CAROLINA","PERQUIMANS",1,14486
"NORTH.CAROLINA","PERSON",2,48199
"NORTH.CAROLINA","PITT",5,146976
"NORTH.CAROLINA","POLK",3,29221
"NORTH.CAROLINA","RANDOLPH",4,213526
"NORTH.CAROLINA","RICHMOND",5,77254
"NORTH.CAROLINA","ROBESON",9,96490
"NORTH.CAROLINA","ROCKINGHAM",4,160794
"NORTH.CAROLINA","ROWAN",13,205061
"NORTH.CAROLINA","RUTHERFORD",7,115562
"NORTH.CAROLINA","SAMPSON",2,76853
"NORTH.CAROLINA","SCOTLAND",3,45897
"NORTH.CAROLINA","STANLY",4,103889
"NORTH.CAROLINA","STOKES",1,77335
"NORTH.CAROLINA","SURRY",5,136571
"NORTH.CAROLINA","SWAIN",1,18887
"NORTH.CAROLINA","TRANSYLVANIA",3,55470
"NORTH.CAROLINA","TYRRELL",1,5880
"NORTH.CAROLINA","UNION",10,149244
"NORTH.CAROLINA","VANCE",1,49719
"NORTH.CAROLINA","WAKE",20,609594
"NORTH.CAROLINA","WARREN",3,14587
"NORTH.CAROLINA","WASHINGTON",1,19680
"NORTH.CAROLINA","WATAUGA",2,79797
"NORTH.CAROLINA","WAYNE",4,165045
"NORTH.CAROLINA","WILKES",11,137984
"NORTH.CAROLINA","WILSON",2,96160
"NORTH.CAROLINA","YADKIN",5,67152
"NORTH.CAROLINA","YANCEY",1,36044
"NORTH.DAKOTA","ADAMS",0,8756
"NORTH.DAKOTA","BARNES",3,33504
"NORTH.DAKOTA","BENSON",2,13862
"NORTH.DAKOTA","BILLINGS",0,3131
"NORTH.DAKOTA","BOTTINEAU",1,22837
"NORTH.DAKOTA","BOWMAN",1,10659
"NORTH.DAKOTA","BURKE",0,9544
"NORTH.DAKOTA","BURLEIGH",6,134647
"NORTH.DAKOTA","CASS",14,223266
"NORTH.DAKOTA","CAVALIER",0,18390
"NORTH.DAKOTA","DICKEY",1,17589
"NORTH.DAKOTA","DIVIDE",0,8675
"NORTH.DAKOTA","DUNN",0,11498
"NORTH.DAKOTA","EDDY",0,8605
"NORTH.DAKOTA","EMMONS",0,14482
"NORTH.DAKOTA","FOSTER",1,11228
"NORTH.DAKOTA","GOLDEN.VALLEY",0,6454
"NORTH.DAKOTA","GRAND.FORKS",11,166108
"NORTH.DAKOTA","GRANT",0,10841
"NORTH.DAKOTA","GRIGGS",0,9431
"NORTH.DAKOTA","HETTINGER",0,10301
"NORTH.DAKOTA","KIDDER",0,9554
"NORTH.DAKOTA","LA.MOURE",1,15788
"NORTH.DAKOTA","LOGAN",0,8590
"NORTH.DAKOTA","MAC.HENRY",2,19753
"NORTH.DAKOTA","MAC.INTOSH",0,11413
"NORTH.DAKOTA","MAC.KENZIE",0,18594
"NORTH.DAKOTA","MAC.LEAN",3,30238
"NORTH.DAKOTA","MERCER",3,26679
"NORTH.DAKOTA","MORTON",5,63779
"NORTH.DAKOTA","MOUNTRAIL",0,17215
"NORTH.DAKOTA","NELSON",0,12880
"NORTH.DAKOTA","OLIVER",0,6589
"NORTH.DAKOTA","PEMBINA",3,25352
"NORTH.DAKOTA","PIERCE",2,15054
"NORTH.DAKOTA","RAMSEY",1,31132
"NORTH.DAKOTA","RANSOM",3,16593
"NORTH.DAKOTA","RENVILLE",1,9224
"NORTH.DAKOTA","RICHLAND",4,49320
"NORTH.DAKOTA","ROLETTE",0,12280
"NORTH.DAKOTA","SARGENT",0,13816
"NORTH.DAKOTA","SHERIDAN",0,6786
"NORTH.DAKOTA","SIOUX",0,3245
"NORTH.DAKOTA","SLOPE",0,3009
"NORTH.DAKOTA","STARK",2,66259
"NORTH.DAKOTA","STEELE",1,7554
"NORTH.DAKOTA","STUTSMAN",3,58439
"NORTH.DAKOTA","TOWNER",0,10068
"NORTH.DAKOTA","TRAILL",2,23221
"NORTH.DAKOTA","WALSH",4,38134
"NORTH.DAKOTA","WARD",2,144779
"NORTH.DAKOTA","WELLS",2,17064
"NORTH.DAKOTA","WILLIAMS",1,63127
"OHIO","ADAMS",2,59544
"OHIO","ALLEN",14,239466
"OHIO","ASHLAND",8,110962
"OHIO","ASHTABULA",11,240099
"OHIO","ATHENS",3,136095
"OHIO","AUGLAIZE",10,104623
"OHIO","BELMONT",12,189705
"OHIO","BROWN",2,77717
"OHIO","BUTLER",36,603269
"OHIO","CARROLL",2,62979
"OHIO","CHAMPAIGN",1,79603
"OHIO","CLARK",21,324033
"OHIO","CLERMONT",7,322071
"OHIO","CLINTON",3,81540
"OHIO","COLUMBIANA",10,266952
"OHIO","COSHOCTON",4,85928
"OHIO","CRAWFORD",10,118136
"OHIO","CUYAHOGA",167,2669443
"OHIO","DARKE",4,129898
"OHIO","DEFIANCE",3,95784
"OHIO","DELAWARE",6,133449
"OHIO","ERIE",10,176509
"OHIO","FAIRFIELD",12,231003
"OHIO","FAYETTE",1,64125
"OHIO","FRANKLIN",79,1783326
"OHIO","FULTON",7,91650
"OHIO","GALLIA",5,71362
"OHIO","GEAUGA",6,182750
"OHIO","GREENE",12,294843
"OHIO","GUERNSEY",5,97680
"OHIO","HAMILTON",91,1657992
"OHIO","HANCOCK",8,154785
"OHIO","HARDIN",5,77836
"OHIO","HARRISON",1,41588
